TDA,person_zscore,woman_zscore,man_zscore,girl_zscore,boy_zscore,freq_index
aflutter,-0.01856562071638366,-0.04893680039890982,-0.05191158330280452,-0.05649231463563029,-0.05992073764308421,-0.05431535899510721
afraid,0.02732119990700874,0.08836887237931601,0.06894684834217446,-0.00195199581563189,-0.02139485886076215,0.01823029839319729
afrown,-0.01856646601549275,-0.04893872887645555,-0.05383369094819348,-0.05767139556669205,-0.06206478654923083,-0.055627150485142975
afterwise,-0.01856646601549275,-0.04893872887645555,-0.05383369094819348,-0.05767139556669205,-0.06206478654923083,-0.055627150485142975
afterwitted,-0.01856646601549275,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
agacant,-0.01856646601549275,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206344651866449,-0.055626883840982876
agasp,-0.01856646601549275,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
agathokakological,-0.01855511485602771,-0.04893872887645555,-0.05382001825189678,-0.05761338061114601,-0.06206411653394766,-0.0556090610683615
agensic,-0.01856646601549275,-0.04893872887645555,-0.05383396440211941,-0.05767139556669205,-0.06206478654923083,-0.05562721884862446
agglomerative,-0.018566103744446,-0.04893872887645555,-0.05383232367856381,-0.0576711868798016,-0.06206478654923083,-0.055626756496012945
agglutinative,-0.01856537920235248,-0.04893872887645555,-0.05383314404034161,-0.05767139556669205,-0.06206478654923083,-0.05562701375818001
aggravating,-0.01697247340976375,-0.03894921518958902,-0.0417746462684371,-0.05456196089893626,-0.05375659703791268,-0.04726060484871877
aggravative,-0.01856537920235248,-0.04893872887645555,-0.05383369094819348,-0.05767139556669205,-0.06206478654923083,-0.055627150485142975
aggregative,-0.01852154440569493,-0.04893872887645555,-0.05383150331678601,-0.05767139556669205,-0.06206478654923083,-0.05562660357729111
aggressive,0.0379478172785354,0.8150192116092981,0.3700196207953316,0.03018578531419306,0.03977753649273356,0.11948268997019841
aggrieved,0.21932485468800184,-0.01893161826494142,-0.04245828108327169,-0.05578695294589778,-0.05988053672609396,-0.04426434725505121
aghast,-0.01805807897987767,-0.04851832077148703,-0.04820081352788232,-0.05510454681411513,-0.05697267039713261,-0.052199087877654274
agile,0.03625721906033798,0.01585811665997597,0.00249754434025149,-0.01468189613328983,9.836515971431788e-4,0.0011643541160202026
agitable,-0.01856368860413429,-0.04893757178992811,-0.05382685460004513,-0.05766158728284074,-0.06206411653394766,-0.05562253255169041
agitated,-0.01406222933415247,-0.03127387455759505,-0.02047258543819101,-0.05767139556669205,-0.05409160467949809,-0.040877365060494046
agitating,-0.01840706675491985,-0.04807477093596979,-0.05370434724122677,-0.05759480747789565,-0.06200381515846228,-0.05534443520338862
agitative,-0.01856598298743041,-0.04893140066178178,-0.05383122986286007,-0.05767097819291115,-0.06206478654923083,-0.05562459881669596
