TDA,person_zscore,woman_zscore,man_zscore,girl_zscore,boy_zscore,freq_index
repentant,-0.06839387961204438,-0.04810695556248855,-0.04013059954060176,-0.04862690017722211,-0.05894103318428302,-0.05601719213400952
repetitious,NA,NA,-0.05095961672927424,NA,NA,NA
repining,NA,NA,-0.05105565376473339,NA,NA,NA
replete,NA,-0.05758164497460284,-0.05103719577589189,NA,NA,-0.05758164497460284
reposed,NA,NA,NA,NA,NA,NA
reposeful,NA,-0.05776747818404097,NA,NA,NA,NA
reprehensible,-0.11660692013619262,-0.05717205808658,-0.04921473428654349,NA,NA,-0.0868894891113863
repressed,-0.1199535865783797,-0.04758169040403136,-0.04791787463977461,-0.04878810500114676,-0.05920807444733479,-0.06896691016665897
repressible,NA,NA,NA,NA,NA,NA
repressive,-0.1292543207041302,-0.05754441526415496,-0.05087852148127342,NA,NA,-0.09339936798414258
reprimanding,NA,NA,NA,NA,NA,NA
repristinated,NA,NA,NA,NA,NA,NA
reproachable,NA,NA,NA,NA,NA,NA
reproachful,NA,-0.05762080265232428,-0.05088372746622421,NA,NA,-0.05762080265232428
reproaching,-0.13099155189637554,NA,-0.0510518067233565,NA,NA,-0.13099155189637554
reprobate,-0.12482327328498252,-0.05753821466519739,-0.0505628278256875,NA,-0.06016065199196137,-0.08084071331404709
reproductive,-0.13053514332793442,-0.05187780137801478,-0.05060858000960162,NA,NA,-0.0912064723529746
reproving,NA,NA,-0.05086892200825342,NA,NA,NA
reptatory,NA,NA,NA,NA,NA,NA
reptilian,NA,-0.05603091872538584,-0.04881372941782303,NA,NA,-0.05603091872538584
reptiloid,NA,NA,NA,NA,NA,NA
republican,-0.13007818380578495,0.03213293290118507,-0.04027017980577126,-0.04717086641434117,-0.05769796977575887,-0.06880429995041407
repudiative,NA,NA,NA,NA,NA,NA
repugnant,-0.12583242045475812,-0.05657491957562016,-0.0483046573562944,NA,NA,-0.09120367001518914
repugned,NA,NA,NA,NA,NA,NA
repulseless,NA,NA,NA,NA,NA,NA
repulsive,-0.1144831463865184,-0.05107140957485413,-0.04159997643323487,-0.04935658634468558,-0.05944664483494384,-0.06858944678525049
reputable,-0.06031867165562141,-0.05209535807326069,-0.04241295303026164,-0.04992044195299271,-0.06056427052275627,-0.05572468555115777
reputeless,NA,NA,NA,NA,NA,NA
rescuable,NA,NA,NA,NA,NA,NA
rescueless,NA,NA,NA,NA,NA,NA
researchful,NA,NA,NA,NA,NA,NA
resentful,-0.0870575546241925,-0.05245911564787695,-0.04481199307064575,-0.04847978198882961,-0.05796463423842495,-0.061490271624831
resenting,NA,NA,NA,NA,NA,NA
reserved,0.02809536478336587,-0.02512610612351516,-2.5970166165122083e-4,-0.03709774881946223,-0.04631941513213239,-0.02720074293419025
reserveless,NA,NA,NA,NA,NA,NA
residuent,NA,NA,NA,NA,NA,NA
resigned,-0.1229516001657153,-0.05596495181960768,-0.0490125110846412,-0.04846860741962853,NA,-0.07597635435665473
resigner,NA,NA,NA,NA,NA,NA
resilient,0.01202570023407634,-0.02210629219050507,-0.04389238137252546,-0.04472300257154747,-0.05753052976925527,-0.04206305147595832
resipiscent,NA,NA,NA,NA,NA,NA
resistant,-0.0988069567825098,-0.0528564376316006,-0.0500965658532107,-0.04892447871013476,-0.05912420934082888,-0.0652210424020375
resistible,NA,NA,NA,NA,NA,NA
resistive,-0.13005158941319736,NA,NA,NA,NA,NA
resistless,NA,NA,-0.05096500114015433,NA,-0.06075924206325552,-0.06075924206325552
resolute,-0.10827606015050438,-0.03250351293087952,-0.02858279889961625,-0.04780453503471626,-0.05616122738070123,-0.061186333874200347
resolutioner,NA,NA,NA,NA,NA,NA
resolved,-0.12981859788627628,-0.05709537947143552,-0.05060205274720542,NA,NA,-0.0934569886788559
resonant,NA,NA,-0.05079686722367916,NA,NA,NA
resounding,NA,NA,NA,NA,NA,NA
resourceful,-0.01202995769547788,0.02242125219943103,-0.00645756885421509,-0.0265275274642169,-0.04476345932158742,-0.022444628333874322
resourceless,NA,-0.05761811346273979,-0.05099645159553999,NA,NA,-0.05761811346273979
respectabilized,NA,NA,NA,NA,NA,NA
respectable,0.2406798092164771,0.27002666460207697,0.11161276341688468,0.01509183803532551,-0.04027148171425222,0.08177823223860878
respected,0.16229327633532628,-0.01008541290505235,0.08429229122494464,-0.04825887472766908,-0.05952591855109244,-0.008394478739717307
respectful,-0.05366589918304672,-0.0494058929294796,-0.03668689444953282,-0.04552083527258652,-0.04935008276040998,-0.0494856775363807
respectless,NA,NA,NA,NA,NA,NA
respectworthy,NA,NA,NA,NA,NA,NA
resplendent,-0.12923258055825626,-0.05591695535814088,-0.05030508235746179,NA,NA,-0.09257476795819858
responseless,NA,NA,NA,NA,NA,NA
responsible,3.0947325749773715,-0.0156286654596037,0.02876779563559743,-0.02513115133755136,-0.03732149213354367,-0.012328378323775323
responsive,-0.08651265834210625,-0.04228230489930091,-0.04935122913480501,-0.04857912138224971,-0.05991661023297009,-0.06108990477303276
restful,-0.11896487427219604,-0.05650843372909113,-0.05054777633012734,-0.04974318277298183,NA,-0.07534036144380483
restive,-0.1298564761327283,-0.05761854827307357,-0.05077637064734362,-0.04981328243989922,-0.06023448369779675,-0.07462146968773556
restless,-0.0820540918778537,-0.03999909430675699,-0.01698884681036843,-0.04228516937856533,-0.03256899886712562,-0.04922683860757541
restrainable,NA,NA,NA,NA,NA,NA
restrained,0.01110295229765438,-0.05232002431529887,-0.04225289738089212,-0.04923786549219448,-0.05810310465683534,-0.0504784729613052
restraining,-0.12793295416534703,-0.0577256365236941,-0.05018472372605128,NA,NA,-0.09282929534452056
restraintful,NA,NA,NA,NA,NA,NA
restricted,-0.07243529991201288,-0.05647138709298346,-0.0499153259695156,-0.05019050980401352,NA,-0.05969906560300328
restringed,NA,NA,NA,NA,NA,NA
resty,NA,NA,NA,NA,NA,NA
resultful,NA,NA,NA,NA,NA,NA
resultless,NA,NA,NA,NA,NA,NA
resurgent,NA,NA,NA,NA,NA,NA
resurrected,-0.07348301985583981,-0.05562254979774089,-0.04089417391172034,-0.04909221612019203,-0.05761421732639819,-0.05895300077504273
resuscitative,NA,NA,NA,NA,NA,NA
retainer,NA,NA,NA,NA,NA,NA
retaliative,NA,NA,NA,NA,NA,NA
retardant,NA,NA,NA,NA,NA,NA
retarded,0.14341696131653708,-0.03632316842956785,-0.02958546345161954,-0.01164818267572676,0.02837786778344023,-0.01229473669336848
retentive,-0.12455138935811286,NA,-0.05066910731653889,NA,NA,-0.12455138935811286
retiary,NA,NA,NA,NA,NA,NA
reticent,-0.1045884479617946,-0.05007753799309043,-0.03151884652536652,-0.04702372194268332,-0.05582783350586114,-0.06437938535085737
retinued,NA,NA,NA,NA,NA,NA
retired,0.19746157633596623,-0.02618520159555124,-0.01239698229279881,NA,-0.05956439995535843,-0.03271552794790283
retiring,-0.09349409273079778,-0.04762410664353431,-0.03534763331840233,-0.04487708642260388,-0.05623349071610014,-0.06055719412825903
retortive,NA,NA,NA,NA,NA,NA
retractive,NA,NA,NA,NA,NA,NA
retreating,-0.12862972902684164,-0.05049456860936766,-0.04479240092724709,-0.04653727305968047,-0.05511950622636812,-0.07019526923056447
retrenching,NA,NA,NA,NA,NA,NA
retributive,NA,NA,NA,NA,NA,NA
retroactive,NA,NA,NA,NA,NA,NA
retrograde,-0.13045399068494737,-0.05747303599941211,-0.05099597760845563,NA,NA,-0.09396351334217974
retrogressive,NA,NA,-0.050778933541251,NA,NA,NA
retrospective,NA,NA,-0.05091205646960594,NA,NA,NA
retunded,NA,NA,NA,NA,NA,NA
retunding,NA,NA,NA,NA,NA,NA
revelationist,NA,NA,NA,NA,NA,NA
reveling,NA,NA,NA,NA,NA,NA
revengeful,-0.12287548996494106,-0.05220765228834975,-0.04811399247491076,-0.0501679298985416,-0.06043464746676123,-0.0714214299046484
revengeless,NA,NA,NA,NA,NA,NA
reverenced,NA,-0.05790434047010172,-0.05101899096393442,NA,NA,-0.05790434047010172
reverend,-0.11077213506178252,-0.05773099433244954,-0.04185347218693396,NA,NA,-0.08425156469711603
reverent,-0.11683721116796572,-0.05629995761940833,-0.04757515124777874,NA,-0.06018500199881579,-0.07777405692872995
reverist,NA,NA,NA,NA,NA,NA
reversionary,NA,NA,NA,NA,NA,NA
revert,NA,NA,NA,NA,NA,NA
reviling,NA,NA,-0.05106913286027498,NA,NA,NA
revirescent,NA,NA,NA,NA,NA,NA
revivalistic,NA,NA,NA,NA,NA,NA
reviver,NA,NA,NA,NA,NA,NA
revivified,NA,NA,NA,NA,NA,NA
revivifying,NA,NA,NA,NA,NA,NA
reviving,NA,-0.05780651300093074,-0.05063564123792002,-0.05032944932120552,NA,-0.05422107711942538
reviviscent,NA,NA,NA,NA,NA,NA
revoking,NA,NA,NA,NA,NA,NA
revolting,-0.12583756139100866,-0.05591305247905503,-0.04686406339073409,-0.04986781025174745,-0.05834195099594085,-0.07249009377943799
revolutionary,-0.1193233149541429,-0.017954619920535,-0.04176766238013427,-0.03722485827476232,-0.05824479947380296,-0.06414015877071061
revolutionized,NA,-0.05787273501259955,-0.050283542851516753,NA,NA,-0.05787273501259955
revolutive,NA,NA,NA,NA,NA,NA
revulsed,NA,NA,NA,NA,NA,NA
revulsive,NA,NA,NA,NA,NA,NA
rewayle,NA,NA,NA,NA,NA,NA
rhapsodic,NA,NA,NA,NA,NA,NA
rhetorical,-0.12986787068140393,NA,-0.04794971307208608,NA,NA,-0.12986787068140393
rheumatic,-0.13071150304576784,-0.05695469445835528,-0.05078859232967562,-0.05031431170152071,-0.06062356594629358,-0.07476958894502309
rhinocerotic,NA,NA,NA,NA,NA,NA
rhyparographic,NA,NA,NA,NA,NA,NA
rhythmic,-0.1301224426844519,NA,-0.05101108582331325,NA,NA,-0.1301224426844519
rhythmless,NA,NA,NA,NA,NA,NA
rial,NA,NA,-0.05102738045349368,NA,NA,NA
riant,NA,NA,NA,NA,NA,NA
ribald,-0.13086959313634058,-0.05737244585817827,-0.05077864763084207,NA,-0.06064075288420137,-0.08296093062624008
ribaldish,NA,NA,NA,NA,NA,NA
rich,1.5817252505201072,0.4659105921321911,3.9478138973738783,0.6349160888766049,0.5669912642726803,0.8123857989503959
rickety,-0.13079849756803494,-0.05733295949847956,-0.05042256072086609,-0.05004118858816044,-0.05991671363499575,-0.07461768285559409
ricking,NA,NA,NA,NA,NA,NA
rickle,NA,NA,NA,NA,NA,NA
riddling,NA,NA,NA,NA,NA,NA
rident,NA,NA,NA,NA,NA,NA
ridiculing,NA,-0.05772607262114134,-0.05095930728458965,NA,NA,-0.05772607262114134
ridiculous,-0.06265314359868997,-0.0311657749431459,-0.00210626752615096,-0.03684964674152463,-0.029193624841983,-0.039965547531335875
rierful,NA,NA,NA,NA,NA,NA
riffraff,NA,NA,NA,NA,NA,NA
rifling,NA,NA,NA,NA,NA,NA
rigescent,NA,NA,NA,NA,NA,NA
rigging,NA,NA,-0.05074480683801869,NA,NA,NA
riggite,NA,NA,NA,NA,NA,NA
right,11.10260572264372,0.7090637620159754,1.1417900406338282,0.3606653875921426,0.05322330012517946,0.5661856225917814
right-hand,-0.05271830577477329,0.01946846762586718,0.8362982113632963,-0.03759230429778383,-0.05735418569943132,-0.03204908203653031
right-minded,-0.07684533536525413,-0.05489823780590529,-0.0438330264619324,-0.04829372275343767,-0.05937077944955655,-0.05985201884353841
right-wing,-0.12392463476435832,-0.05604326974927752,-0.05012973704791986,NA,NA,-0.08998395225681792
righteous,1.9702103372035344,0.01380986630193097,0.8854814612772788,-0.04719328245560059,-0.05686108250245431,0.1988092406552887
righter,NA,NA,NA,NA,NA,NA
righting,NA,NA,-0.05087664884146322,NA,NA,NA
rigid,-0.09406284639392412,-0.05061009874474212,-0.0397454360048226,-0.04807652860085435,-0.05884626416396262,-0.0628989344758708
rigidulous,NA,NA,NA,NA,NA,NA
rigoristic,NA,NA,NA,NA,NA,NA
rigorous,-0.1250880902145273,-0.05761985147546657,-0.04972388592439991,NA,NA,-0.09135397084499694
rimester,NA,NA,NA,NA,NA,NA
rindless,NA,NA,NA,NA,NA,NA
rindy,NA,NA,NA,NA,NA,NA
ringleader,NA,NA,NA,NA,NA,NA
ringleted,NA,-0.05749904113257816,NA,-0.04888096795904655,NA,-0.05749904113257816
ringmaster,NA,NA,NA,NA,NA,NA
ringster,NA,NA,NA,NA,NA,NA
rinthereout,NA,NA,NA,NA,NA,NA
riotous,-0.12821927567418823,-0.05755239584743961,-0.05075014096343207,NA,-0.06072873182753232,-0.08216680111638672
ripe,-0.12842473827509637,-0.0522899731409255,-0.04940889572919535,-0.04871203107633434,-0.06044542509606477,-0.0726422580603205
riposting,NA,NA,NA,NA,NA,NA
ripping,NA,-0.05771726303146979,-0.05105871059060047,-0.04961439710243422,NA,-0.05438798681103513
rippleless,NA,NA,NA,NA,NA,NA
rippling,NA,NA,NA,NA,NA,NA
risible,NA,NA,-0.05102626494575828,NA,NA,NA
rising,-0.12758874327989822,-0.05344550500499234,-0.03337899962455797,-0.04978285891512529,-0.05975889948475909,-0.07264400167119374
risky,-0.12523713583733834,NA,-0.05059680181009498,NA,NA,-0.12523713583733834
risorial,NA,NA,NA,NA,NA,NA
risque,NA,NA,NA,NA,NA,NA
ritualistic,-0.12962958728378085,NA,-0.05092900216395305,NA,NA,-0.12962958728378085
rivalrous,NA,NA,NA,NA,NA,NA
rixatrix,NA,NA,NA,NA,NA,NA
rixy,NA,NA,NA,NA,NA,NA
roach,NA,NA,-0.05055774735687358,NA,NA,NA
roadster,NA,NA,NA,NA,NA,NA
roaming,NA,-0.05727663599788385,-0.0500703158237203,NA,-0.06039685296257718,-0.05883674448023052
roaring,NA,-0.0573501229811475,-0.04967134438414188,0.068510227279783,-0.0310775629419307,-0.04603301010240669
roaster,NA,NA,-0.05109974765134462,NA,NA,NA
robber,NA,-0.05487264589466974,-0.04979017949571643,-0.02411947261352605,-0.05939742047083948,-0.05468674862040855
roborant,NA,NA,NA,NA,NA,NA
robust,-0.09112593977920208,0.0107203376227254,0.02947977802086582,-0.04219023900290721,-0.04300362492856365,-0.041399866521986885
robustious,-0.13083619008205474,NA,-0.05109974765134462,NA,NA,-0.13083619008205474
rock,-0.12173362071896164,-0.05306185450657497,-0.03120063715729876,-0.01735770835401072,-0.03571131408794029,-0.06042685661769391
rock-bound,NA,NA,NA,NA,NA,NA
rocky,NA,NA,-0.05096190014660346,NA,0.11916581437348178,-0.05096190014660346
rococo,NA,NA,NA,NA,NA,NA
rodent,NA,NA,-0.05069049396256633,NA,NA,NA
rodney,NA,NA,NA,NA,NA,NA
rodomont,NA,NA,NA,NA,NA,NA
rogatory,NA,NA,NA,NA,NA,NA
roguish,-0.1302267660283256,-0.05683414955336841,-0.04987741518614844,-0.04960414722629581,-0.05571239344190983,-0.07316268105243807
roid,NA,NA,NA,NA,NA,NA
roily,NA,NA,NA,NA,NA,NA
roistering,NA,NA,-0.05084459487582138,NA,-0.06047910789103748,-0.06047910789103748
roisterous,NA,NA,NA,NA,NA,NA
roiting,NA,NA,NA,NA,NA,NA
rollicking,-0.13080885794363495,-0.05770853640211219,-0.05057323877972106,-0.04957346539675821,-0.05813253168187332,-0.07430579120183538
rollicky,NA,NA,NA,NA,NA,NA
roly-poly,-0.12983808532830182,-0.05211450213104021,-0.04147835445707432,-0.04877508821398361,-0.0571765278281497,-0.07197605087536883
romancing,NA,NA,NA,NA,NA,NA
romanish,NA,NA,NA,NA,NA,NA
romantic,-0.04100219798075262,-0.03018127939799288,-0.01926835304773258,-0.01609508418061482,-0.03850508363297438,-0.03223922851486311
romanticistic,NA,NA,NA,NA,NA,NA
romish,NA,-0.05783046524661001,NA,NA,NA,NA
romping,NA,NA,NA,-0.0447093322868323,-0.05793667845825819,-0.05793667845825819
rompish,NA,NA,NA,-0.05029039502917324,NA,NA
ronion,NA,NA,NA,NA,NA,NA
rooky,NA,NA,NA,NA,NA,NA
rooted,-0.12461965640906976,-0.05726079285962018,-0.0493203617030039,NA,NA,-0.09094022463434497
rooting,NA,NA,-0.05080210221730547,NA,NA,NA
rootless,-0.12411786236659486,-0.05729284689957029,-0.04805373654582609,-0.04985353545192928,-0.06020404786472452,-0.07286707314570473
ropable,NA,NA,NA,NA,NA,NA
roper,-0.13079461895359631,NA,-0.05109974765134462,NA,NA,-0.13079461895359631
roric,NA,NA,NA,NA,NA,NA
rose,-0.1253136828028915,-0.05315499471800767,-0.04454682837968869,-0.04050204694925637,-0.05854415152949711,-0.07038991435752125
rose-colored,NA,NA,NA,NA,NA,NA
rose-water,NA,NA,NA,NA,NA,NA
roseate,NA,NA,NA,-0.05031231719592984,NA,NA
rosebud,NA,NA,NA,-0.0500179862591243,NA,NA
rosorial,NA,NA,NA,NA,NA,NA
rosy,-0.12915944264920393,-0.05311542533948983,-0.04748164624077049,-0.04394408247196647,-0.05057649354929205,-0.07008325194468908
rotten,-0.02674646767896951,-0.05335918473982015,-0.04348287933223622,-0.04435287685015444,-0.05489987585588639,-0.0490237041945243
rotter,NA,NA,NA,NA,NA,NA
rotund,-0.12004773874456352,-0.00786358592421394,0.0373514852969367,-0.04854279850688698,-0.05722683738162003,-0.05842024013932112
roturier,NA,NA,NA,NA,NA,NA
roué,NA,NA,NA,NA,NA,NA
rouged,NA,-0.05352998352779274,-0.05096773187803253,-0.0501227051201446,NA,-0.05224885770291264
rough,-0.11771968509572196,-0.04979422559568651,-8.467887182684344e-4,-0.04440220516308844,-0.03037091860487171,-0.06057175861484215
rough-and-ready,NA,NA,NA,NA,NA,NA
rough-and-tumble,NA,NA,NA,NA,NA,NA
rough-house,NA,NA,NA,NA,NA,NA
roughened,NA,-0.05727944284134094,-0.0506650926343648,NA,NA,-0.05727944284134094
roughhewn,NA,NA,-0.05057097536934801,NA,NA,NA
roughish,NA,NA,-0.05095352222665213,NA,NA,NA
roughneck,NA,NA,NA,NA,-0.05996818858886839,NA
roughriding,NA,NA,NA,NA,NA,NA
roughscuff,NA,NA,NA,NA,NA,NA
roughshod,NA,NA,-0.05068249958922753,NA,NA,NA
roughwrought,NA,NA,NA,NA,NA,NA
rouking,NA,NA,NA,NA,NA,NA
round,-0.10718056816397056,0.0792489502462231,0.0619553853257678,-0.03797760502083316,-0.03572444146444845,-0.029731807330871093
round-shouldered,-0.12954477844702883,-0.05551565794893556,-0.04426839927432002,-0.0495556372786692,-0.05993716553441589,-0.07363830980226237
roundabout,NA,-0.05756932501695002,-0.0508539126429973,NA,NA,-0.05756932501695002
rounded,0.08690824829571119,-0.03662414821456501,-0.0388780314570723,-0.04625740048740766,-0.05699894229573377,-0.044689630613694686
rounder,NA,-0.05598166732828132,-0.05044707107638192,NA,NA,-0.05598166732828132
roundheaded,NA,NA,-0.05075027731549444,NA,-0.05994657086352318,-0.05994657086352318
roundish,NA,-0.05338580224647429,-0.04870938397035958,NA,NA,-0.05338580224647429
roused,NA,-0.05623623380138541,-0.05019230323018046,NA,NA,-0.05623623380138541
rousing,NA,NA,-0.0508209339270583,NA,NA,NA
roustabout,NA,NA,NA,NA,NA,NA
rousting,NA,NA,NA,NA,NA,NA
rousy,NA,NA,NA,NA,NA,NA
routh,NA,NA,NA,NA,NA,NA
routine,-0.12611774528069397,-0.05726030773485057,-0.05018244874607029,NA,-0.05984435072727583,-0.08107413458094012
routing,NA,NA,-0.0510308596095566,NA,NA,NA
routinist,NA,NA,NA,NA,NA,NA
roving,-0.13045220367259444,-0.05727280332498752,-0.04914680544990944,-0.04992030928223741,-0.05938395086766823,-0.0742573167868719
rowdy,-0.12275379727341731,-0.05032463628278409,-0.04871733172664396,-0.04822054894801753,-0.04557578223095761,-0.06750407855771573
rowdy-dowdy,NA,NA,NA,NA,NA,NA
rowdyish,NA,NA,NA,NA,NA,NA
rowing,NA,NA,-0.04890378414199483,NA,-0.06013710428695582,-0.06013710428695582
roxy,NA,NA,NA,-0.04901389915762102,NA,NA
royal,0.31773829076650195,0.03101490518356094,-0.03355804071837316,-0.04399721767694722,-0.03898610517557512,-0.021381614596833638
royalet,NA,NA,NA,NA,NA,NA
royalist,NA,NA,NA,-0.05017303369052915,-0.06049040999839337,-0.06049040999839337
royet,NA,NA,NA,NA,NA,NA
roying,NA,NA,NA,NA,NA,NA
rubberneck,NA,NA,NA,NA,NA,NA
rubbery,NA,NA,-0.04976560310877966,NA,NA,NA
rubbishy,NA,NA,NA,NA,NA,NA
rubbly,NA,NA,NA,NA,NA,NA
rube,NA,NA,NA,NA,NA,NA
rubescent,NA,NA,NA,NA,NA,NA
rubiator,NA,NA,NA,NA,NA,NA
rubicund,-0.13028562459313778,-0.05739005321947948,-0.04871977347829064,NA,NA,-0.09383783890630863
rubiform,NA,NA,NA,NA,NA,NA
ruction,NA,NA,NA,NA,NA,NA
rudas,NA,NA,NA,NA,NA,NA
rudderless,NA,NA,-0.05089584465524352,NA,NA,NA
ruddy,-0.1292537251288136,-0.0544061795900405,-0.0366896542243051,-0.04905474574135814,-0.05358095323205466,-0.07157390092306673
rude,0.03270963431127308,-0.02808770742437982,-0.00591825581282753,-0.02604001470631443,0.13506813104545728,-0.006834085908062176
rudish,NA,NA,NA,NA,NA,NA
rueful,NA,NA,-0.05067520723712374,NA,-0.06028687980201934,-0.06028687980201934
rufescent,NA,NA,NA,NA,NA,NA
ruffian,NA,NA,-0.05094675183317783,NA,-0.05937401235856857,-0.05937401235856857
ruffled,NA,-0.05716906186192667,-0.05027753060598525,-0.04988754181585982,NA,-0.053723296233955956
ruffleless,NA,NA,NA,NA,NA,NA
ruffler,NA,NA,NA,NA,NA,NA
ruffling,NA,NA,NA,NA,NA,NA
rufty-tufty,NA,NA,NA,NA,NA,NA
rug,NA,NA,-0.04831387720508116,NA,NA,NA
rugged,-0.12659209617489445,-0.05425869744771136,-0.00822069244875967,-0.04947086902888406,-0.05583880986492202,-0.07154011812910298
rugulose,NA,NA,NA,NA,NA,NA
ruinable,NA,NA,NA,NA,NA,NA
ruined,-0.11457494288692724,-0.01606071434992288,0.01615573780052844,-0.03917907878801134,-0.0564118432532537,-0.05655664481952879
rulable,NA,NA,NA,NA,NA,NA
ruleless,NA,NA,NA,NA,NA,NA
rulemonger,NA,NA,NA,NA,NA,NA
ruling,-0.12177850581808047,-0.0526891011788746,-0.04819994930038695,NA,NA,-0.08723380349847754
rullion,NA,NA,NA,NA,NA,NA
rum,NA,NA,-0.05057562240114247,-0.04999052120259171,-0.06056176621505466,-0.05556869430809856
rumbly,NA,NA,NA,NA,NA,NA
rumbumptious,NA,NA,NA,NA,NA,NA
ruminative,-0.1307820680809086,NA,-0.05074561668235601,NA,NA,-0.1307820680809086
rummagy,NA,NA,NA,NA,NA,NA
rumoring,NA,NA,NA,NA,NA,NA
rumping,NA,NA,NA,NA,NA,NA
rumpled,-0.12898016058835518,-0.0546274624787953,-0.03435807910749514,-0.04940550129353731,-0.05855159487963405,-0.07289117981008046
rumpscuttle,NA,NA,NA,NA,NA,NA
rumpus,NA,NA,NA,NA,NA,NA
rumumptious,NA,NA,NA,NA,NA,NA
run-down,-0.13099155189637554,-0.05775876114952927,-0.05078737444501921,NA,NA,-0.0943751565229524
runabout,NA,NA,NA,NA,NA,NA
runagate,NA,NA,NA,NA,NA,NA
runaway,-0.1276450309469804,-0.05116971228142301,-0.04908108838369106,0.01354552185332431,-0.00262914446178424,-0.057631244018469675
runner,NA,NA,-0.05080737234303394,-0.04855959882983152,-0.05523725049595286,-0.0530223114194934
runner-up,NA,NA,NA,NA,NA,NA
runty,NA,NA,-0.04978378742842179,NA,-0.05781968098108097,-0.05781968098108097
rupestrian,NA,NA,NA,NA,NA,NA
ruptuary,NA,NA,NA,NA,NA,NA
rural,-0.07673101755442407,0.02959907451101555,-0.03731181694597279,-0.03362169737527056,-0.03638219323875908,-0.04601168127860662
rushed,-0.12980452876193627,NA,-0.05071776434682145,NA,NA,-0.12980452876193627
rushing,NA,-0.05558479817448011,-0.05038883700683135,NA,NA,-0.05558479817448011
rushlike,NA,NA,NA,NA,NA,NA
russet,NA,NA,-0.05106485001716365,NA,NA,NA
russophile,NA,NA,NA,NA,NA,NA
russophobe,NA,NA,NA,NA,NA,NA
rustful,NA,NA,NA,NA,NA,NA
rustic,-0.12562658825060594,-0.05452472976166757,-0.04626750336488321,-0.04604779801708107,-0.05724364340220964,-0.07091561619484159
rusticating,NA,NA,NA,NA,NA,NA
rusting,NA,NA,NA,NA,NA,NA
rustler,NA,NA,NA,NA,NA,NA
rustless,NA,NA,NA,NA,NA,NA
rusty,-0.13054694425401653,-0.05764675052064175,-0.05035963616294488,NA,NA,-0.09409684738732914
ruthful,NA,NA,NA,NA,NA,NA
ruthless,-0.08641629800776134,-0.03625265216270866,0.0195970471361969,-0.0485131091692897,-0.05891620414520481,-0.05752456587124113
rutilant,NA,NA,NA,NA,NA,NA
rutted,NA,NA,NA,NA,NA,NA
ruttish,NA,NA,NA,NA,NA,NA
ruvid,NA,NA,NA,NA,NA,NA
rye,NA,NA,-0.05075521855395326,NA,NA,NA
sabbatarian,NA,NA,NA,NA,NA,NA
sabellan,NA,NA,NA,NA,NA,NA
saber-toothed,NA,NA,NA,NA,NA,NA
sable,-0.13077871556038634,NA,-0.0508988793351879,NA,-0.05920324689185716,-0.09499098122612175
sabotage,NA,NA,-0.05088470732736115,NA,NA,NA
sabulous,NA,NA,NA,NA,NA,NA
saccharine,NA,NA,NA,NA,NA,NA
saccharoid,NA,NA,NA,NA,NA,NA
sacerdotal,-0.12890520172817857,NA,-0.05106969947476925,NA,NA,-0.12890520172817857
sachemic,NA,NA,NA,NA,NA,NA
sackclothed,NA,NA,NA,NA,NA,NA
sacket,NA,NA,NA,NA,NA,NA
sacking,NA,NA,NA,NA,NA,NA
sackless,NA,NA,NA,NA,NA,NA
sacrificatory,NA,NA,NA,NA,NA,NA
sacrificing,-0.11379176778966804,-0.03909303077633178,-0.04841509603654493,-0.04951094694657915,-0.06062352352167648,-0.06808533357361715
sacrilegious,-0.1212118758341908,-0.05754694457084384,-0.04906777486899209,NA,NA,-0.08937941020251731
sacrosanct,-0.1263470883180944,NA,-0.05086691377828185,NA,NA,-0.1263470883180944
sad,0.08836618344798583,0.04077870813051937,0.03855610723204519,0.04244105107589843,0.01338960586973888,0.033791368077050465
saddened,-0.12909990344734446,-0.05568277442226771,-0.04842868242467996,-0.04975579521600148,-0.05993655746242139,-0.07361875763700876
saddening,NA,NA,NA,NA,NA,NA
saddleless,NA,NA,NA,NA,NA,NA
sadducean,NA,-0.05769971569646063,NA,NA,NA,NA
sadistic,-0.0956526701892834,-0.04847727215036092,-0.03880523887013407,-0.04974297919714478,-0.05555027991629574,-0.06235580036327121
safe,0.20936534978336632,-0.0547211690201568,-0.02722037879961454,-0.04734334317501807,-0.05733322125787166,-0.046654528063165265
sagacious,-0.1157689661435597,-0.05435400352009081,-0.04104535764709801,NA,-0.06041744964610938,-0.07684680643658663
sage,-0.12384230961558208,-0.03836046429176312,-0.04650576335585175,-0.0493919086041896,NA,-0.07324666052520781
sagging,NA,-0.05601486666520318,-0.04917361589992108,NA,NA,-0.05601486666520318
sagittary,NA,NA,NA,NA,NA,NA
sailless,NA,NA,NA,NA,NA,NA
sailorly,NA,NA,-0.0510518067233565,NA,NA,NA
saintish,NA,NA,NA,NA,NA,NA
saintlike,-0.13063441565182143,-0.0575836646253094,-0.05075552845013476,NA,NA,-0.09410904013856541
saintly,-0.01454466313060544,0.00237283924009165,-0.00258843799173223,-0.04616866997563675,-0.05742898302274291,-0.03018268853017933
salacious,NA,-0.05720695746638114,-0.05073358931300029,NA,NA,-0.05720695746638114
salaried,-0.10593548782068728,-0.05581675532930016,-0.04344620085320757,-0.05034113714284414,-0.06007568499432198,-0.06804226632178839
salient,-0.1245834521889344,NA,-0.05094817001314439,NA,NA,-0.1245834521889344
